date,l_ipn,r_asn,f,label
04-07-2006,7,21844,3,-1
04-07-2006,7,22758,2,-1
04-07-2006,7,25751,1,-1
04-07-2006,7,27699,1,-1
04-07-2006,7,29668,1,-1
04-07-2006,8,3,4,1
04-07-2006,8,38,8,1
04-07-2006,8,109,8,1
04-07-2006,8,209,1,1
04-07-2006,8,271,8,1
04-07-2006,8,559,11,1
04-07-2006,8,701,3,1
04-07-2006,8,786,3,1
04-07-2006,8,852,1,1
04-07-2006,8,1668,11,1
04-07-2006,8,2152,10,-1
04-07-2006,8,3268,12,-1
04-07-2006,8,3462,5,-1
04-07-2006,8,3561,2,-1
04-07-2006,8,3701,4,-1
04-07-2006,8,4265,3,-1
04-07-2006,8,4266,1,-1
04-07-2006,8,4378,38,-1
04-07-2006,8,5662,41,-1
04-07-2006,8,5719,9,-1
04-07-2006,8,6140,1,-1
04-07-2006,8,6453,1,-1
04-07-2006,8,7377,7,-1
04-07-2006,8,8001,1,-1
04-07-2006,8,8070,4,-1
04-07-2006,8,8075,3,-1
04-07-2006,8,9271,1,-1
04-07-2006,8,10913,1,-1
04-07-2006,8,11078,2,-1
04-07-2006,8,11486,10,-1
04-07-2006,8,12552,1,-1
04-07-2006,8,13890,1,-1
04-07-2006,8,14492,8,-1
04-07-2006,8,15169,296,-1
04-07-2006,8,17374,2,-1
04-07-2006,8,18229,684,-1
04-07-2006,8,22205,1,-1
04-07-2006,8,22822,2,-1
04-07-2006,8,22982,1,-1
04-07-2006,8,27357,2,-1
04-07-2006,8,30315,10,-1
04-07-2006,8,33070,6,-1
04-07-2006,8,33554,1,-1
04-07-2006,8,36017,7,-1
04-07-2006,9,7132,2,-1
04-07-2006,9,8070,3,-1
04-07-2006,9,11922,1,-1
05-07-2006,0,553,4,1
05-07-2006,0,701,12,1
05-07-2006,0,1967,1,1
05-07-2006,0,2514,1,-1
05-07-2006,0,3269,2,-1
05-07-2006,0,3320,1,-1
05-07-2006,0,3356,1,-1
05-07-2006,0,3561,68,-1
05-07-2006,0,3786,1,-1
05-07-2006,0,4134,1,-1
05-07-2006,0,4230,2,-1
05-07-2006,0,4323,2,-1
05-07-2006,0,4538,4,-1
05-07-2006,0,4544,1,-1
05-07-2006,0,4788,1,-1
05-07-2006,0,4837,4,-1
05-07-2006,0,5617,1,-1
05-07-2006,0,5778,1,-1
05-07-2006,0,6432,2,-1
05-07-2006,0,6461,1,-1
05-07-2006,0,6471,1,-1
05-07-2006,0,6478,2,-1
05-07-2006,0,6724,1,-1
05-07-2006,0,6939,2,-1
05-07-2006,0,8708,1,-1
05-07-2006,0,9121,1,-1
05-07-2006,0,11305,1,-1
05-07-2006,0,11351,1,-1
05-07-2006,0,11427,1,-1
05-07-2006,0,13462,18,-1
05-07-2006,0,13749,2,-1
05-07-2006,0,13867,2,-1
05-07-2006,0,14492,1,-1
05-07-2006,0,15802,1,-1
05-07-2006,0,16814,1,-1
05-07-2006,0,19296,1,-1
05-07-2006,0,20401,1,-1
05-07-2006,0,21864,1,-1
05-07-2006,0,26085,1,-1
05-07-2006,0,27715,1,-1
05-07-2006,0,29571,4,-1
05-07-2006,0,33287,2,-1
05-07-2006,1,55,2,1
05-07-2006,1,286,3,1
05-07-2006,1,553,1,1
05-07-2006,1,680,1,1
05-07-2006,1,2852,2,-1
05-07-2006,1,3265,1469,-1
05-07-2006,1,3561,13,-1
05-07-2006,1,4134,2,-1
05-07-2006,1,4266,4,-1
05-07-2006,1,4323,1,-1
05-07-2006,1,4538,1,-1
05-07-2006,1,4766,4405,-1
05-07-2006,1,4808,2,-1
05-07-2006,1,4837,13,-1
05-07-2006,1,6327,1,-1
05-07-2006,1,6478,1,-1
05-07-2006,1,7543,4,-1
05-07-2006,1,8342,5,-1
05-07-2006,1,9304,1,-1
05-07-2006,1,9768,1,-1
05-07-2006,1,9800,570,-1
05-07-2006,1,9808,1,-1
05-07-2006,1,10197,2,-1
05-07-2006,1,10292,2,-1
05-07-2006,1,12302,196,-1
05-07-2006,1,12742,2,-1
05-07-2006,1,13749,12,-1
05-07-2006,1,13767,9,-1
05-07-2006,1,13768,3,-1
05-07-2006,1,14778,6,-1
05-07-2006,1,14780,1,-1
05-07-2006,1,15169,7,-1
05-07-2006,1,17897,1,-1
05-07-2006,1,24086,2,-1
05-07-2006,1,27645,1,-1
05-07-2006,1,27715,10,-1
05-07-2006,1,32795,1,-1
05-07-2006,1,33287,1,-1
05-07-2006,1,39386,1,-1
05-07-2006,2,16,1,1
05-07-2006,2,47,1,1
05-07-2006,2,81,1,1
05-07-2006,2,209,38,1
05-07-2006,2,1312,84,1
05-07-2006,2,3561,6,-1
05-07-2006,2,4323,4,-1
05-07-2006,2,4766,2725,-1
05-07-2006,2,4837,1,-1
05-07-2006,2,5617,12,-1
05-07-2006,2,7018,921,-1
05-07-2006,2,7065,2,-1
05-07-2006,2,7132,3,-1
05-07-2006,2,7377,78,-1
05-07-2006,2,9506,18,-1
05-07-2006,2,9800,734,-1
05-07-2006,2,12513,2,-1
05-07-2006,2,13749,29,-1
05-07-2006,2,19918,48,-1
05-07-2006,2,21840,1,-1
05-07-2006,2,29863,12,-1
05-07-2006,2,30099,4,-1
05-07-2006,3,286,1,1
05-07-2006,3,553,2,1
05-07-2006,3,4134,1,-1
05-07-2006,3,4538,60,-1
05-07-2006,3,4766,2,-1
05-07-2006,3,4837,16,-1
05-07-2006,3,9812,1,-1
05-07-2006,3,10292,1,-1
05-07-2006,3,13749,1,-1
05-07-2006,3,27715,2,-1
05-07-2006,4,553,1,1
05-07-2006,4,4323,1,-1
05-07-2006,4,4760,73,-1
05-07-2006,4,4766,4408,-1
05-07-2006,4,4837,3,-1
05-07-2006,4,7132,2,-1
05-07-2006,4,9800,747,-1
05-07-2006,4,13749,2,-1
05-07-2006,4,14778,2,-1
05-07-2006,4,22855,28,-1
05-07-2006,4,27715,10,-1
05-07-2006,4,31976,83,-1
05-07-2006,4,33651,283,-1
05-07-2006,5,4,1,1
05-07-2006,5,286,6,1
05-07-2006,5,553,6,1
05-07-2006,5,2152,2,-1
05-07-2006,5,3356,1,-1
05-07-2006,5,3561,1,-1
05-07-2006,5,4538,77,-1
05-07-2006,5,4766,2,-1
05-07-2006,5,4837,15,-1
05-07-2006,5,8070,3,-1
05-07-2006,5,8075,6,-1
05-07-2006,5,10292,4,-1
05-07-2006,5,13749,2,-1
05-07-2006,5,13867,2,-1
05-07-2006,5,27715,1,-1
05-07-2006,6,286,2,1
05-07-2006,6,553,2,1
05-07-2006,6,4134,2,-1
05-07-2006,6,4538,78,-1
05-07-2006,6,4766,2,-1
05-07-2006,6,4808,1,-1
05-07-2006,6,4837,17,-1
05-07-2006,6,9808,1,-1
05-07-2006,6,10292,2,-1
05-07-2006,6,13749,2,-1
05-07-2006,6,18118,2,-1
05-07-2006,6,27715,2,-1
05-07-2006,7,3,1,1
05-07-2006,7,109,5,1
05-07-2006,7,286,2,1
05-07-2006,7,1239,10,1
05-07-2006,7,2152,5,-1
05-07-2006,7,3356,1,-1
05-07-2006,7,3701,3,-1
05-07-2006,7,6408,39,-1
05-07-2006,7,8070,3,-1
05-07-2006,7,8560,1,-1
05-07-2006,7,9156,2,-1
05-07-2006,7,10292,5,-1
05-07-2006,7,10565,2,-1
05-07-2006,7,12222,1,-1
05-07-2006,7,14992,3,-1
05-07-2006,7,15169,38,-1
05-07-2006,7,18924,48,-1
05-07-2006,7,19306,25,-1
05-07-2006,7,21844,11,-1
05-07-2006,7,26711,3,-1
05-07-2006,8,3,5,1
05-07-2006,8,14,5,1
05-07-2006,8,71,1,1
05-07-2006,8,109,5,1
05-07-2006,8,137,3,1
05-07-2006,8,209,6,1
05-07-2006,8,225,6,1
05-07-2006,8,577,10,1
05-07-2006,8,701,2,1
05-07-2006,8,1668,6,1
05-07-2006,8,1712,28,1
05-07-2006,8,1715,3,1
05-07-2006,8,2152,6,-1
05-07-2006,8,2200,7,-1
05-07-2006,8,2514,3,-1
05-07-2006,8,2611,2,-1
05-07-2006,8,2846,3,-1
05-07-2006,8,3356,3,-1
05-07-2006,8,3561,2,-1
05-07-2006,8,3598,3,-1
05-07-2006,8,3701,4,-1
05-07-2006,8,4682,1,-1
05-07-2006,8,4725,28,-1
05-07-2006,8,4766,4409,-1
05-07-2006,8,5662,10,-1
05-07-2006,8,6459,55,-1
05-07-2006,8,6510,5,-1
05-07-2006,8,7859,3,-1
05-07-2006,8,8001,3,-1
05-07-2006,8,8070,2,-1
05-07-2006,8,8075,2,-1
05-07-2006,8,9457,1,-1
05-07-2006,8,9800,2291,-1
05-07-2006,8,10292,1,-1
05-07-2006,8,11078,7,-1
05-07-2006,8,11486,50,-1
05-07-2006,8,13749,1,-1
05-07-2006,8,15169,395,-1
05-07-2006,8,15598,1,-1
05-07-2006,8,21844,2,-1
05-07-2006,8,26101,30,-1
05-07-2006,8,26228,4,-1
05-07-2006,8,29720,6,-1
05-07-2006,8,30217,25,-1
05-07-2006,8,30315,11,-1
05-07-2006,9,102,97,1
05-07-2006,9,174,4,1
05-07-2006,9,209,19,1
05-07-2006,9,237,2,1
05-07-2006,9,559,15,1
05-07-2006,9,1668,286,1
05-07-2006,9,2013,63,-1
05-07-2006,9,2152,194,-1
05-07-2006,9,2714,8,-1
05-07-2006,9,2828,1,-1
05-07-2006,9,2914,44,-1
05-07-2006,9,3356,8,-1
05-07-2006,9,3561,40,-1
05-07-2006,9,3701,2,-1
05-07-2006,9,4182,42,-1
05-07-2006,9,4323,19,-1
05-07-2006,9,4436,3,-1
05-07-2006,9,6307,12,-1
05-07-2006,9,6318,33,-1
05-07-2006,9,6432,16,-1
05-07-2006,9,6453,8,-1
05-07-2006,9,6939,3,-1
05-07-2006,9,7132,7,-1
05-07-2006,9,7342,3,-1
05-07-2006,9,7743,14,-1
05-07-2006,9,7912,3,-1
05-07-2006,9,8002,1,-1
05-07-2006,9,8070,3,-1
05-07-2006,9,8075,5,-1
05-07-2006,9,8182,17,-1
05-07-2006,9,10316,4,-1
05-07-2006,9,10565,1,-1
05-07-2006,9,10763,1,-1
05-07-2006,9,10794,10,-1
05-07-2006,9,11486,5,-1
05-07-2006,9,11734,2,-1
05-07-2006,9,11944,225,-1
05-07-2006,9,12111,25,-1
05-07-2006,9,12168,4,-1
05-07-2006,9,12179,18,-1
05-07-2006,9,12182,117,-1
05-07-2006,9,13756,8,-1
05-07-2006,9,14297,2,-1
05-07-2006,9,14744,3,-1
05-07-2006,9,14745,1,-1
05-07-2006,9,14835,3,-1
05-07-2006,9,15104,58,-1
05-07-2006,9,15169,112,-1
05-07-2006,9,15270,9,-1
05-07-2006,9,15496,19,-1
05-07-2006,9,17020,211,-1
05-07-2006,9,17225,1,-1
05-07-2006,9,17392,4,-1
05-07-2006,9,19024,1,-1
05-07-2006,9,20021,4,-1
05-07-2006,9,22373,14,-1
05-07-2006,9,22958,52,-1
05-07-2006,9,25737,8,-1
05-07-2006,9,26914,2,-1
05-07-2006,9,29960,1,-1
05-07-2006,9,30678,5,-1
05-07-2006,9,31883,1,-1
05-07-2006,9,33070,6,-1
05-07-2006,9,33694,1,-1
06-07-2006,0,209,1,1
06-07-2006,0,701,6,1
06-07-2006,0,1239,1,1
06-07-2006,0,2152,1,-1
06-07-2006,0,2514,1,-1
06-07-2006,0,2856,1,-1
06-07-2006,0,3356,2,-1
06-07-2006,0,3462,1,-1
06-07-2006,0,3495,1,-1
06-07-2006,0,3561,40,-1
06-07-2006,0,3671,24,-1
06-07-2006,0,4765,1,-1
06-07-2006,0,4766,1,-1
06-07-2006,0,6342,36,-1
06-07-2006,0,6354,1,-1
06-07-2006,0,6400,1,-1
06-07-2006,0,6432,4,-1
06-07-2006,0,6724,1,-1
06-07-2006,0,6939,1,-1
06-07-2006,0,6993,2,-1
06-07-2006,0,7132,1,-1
06-07-2006,0,7393,1,-1
06-07-2006,0,7552,1,-1
06-07-2006,0,8002,1,-1
06-07-2006,0,8151,1,-1
06-07-2006,0,8400,3,-1
06-07-2006,0,8560,1,-1
06-07-2006,0,9121,1,-1
06-07-2006,0,9394,1,-1
06-07-2006,0,11062,2,-1
06-07-2006,0,11398,1,-1
06-07-2006,0,11819,1,-1
06-07-2006,0,13462,15,-1
06-07-2006,0,13867,1,-1
06-07-2006,0,17228,1,-1
06-07-2006,0,17608,1,-1
06-07-2006,0,17858,1,-1
06-07-2006,0,18229,2,-1
06-07-2006,0,19262,2,-1
06-07-2006,0,20115,1,-1
06-07-2006,0,22291,1,-1
06-07-2006,0,23404,1,-1
06-07-2006,0,23771,1,-1
06-07-2006,0,26085,2,-1
06-07-2006,0,26101,3,-1
06-07-2006,0,26831,1,-1
06-07-2006,0,27364,1,-1
06-07-2006,0,30099,1,-1
06-07-2006,0,33287,6,-1
06-07-2006,0,33657,1,-1
06-07-2006,1,721,2,1
06-07-2006,1,2200,2,-1
06-07-2006,1,3265,1342,-1
06-07-2006,1,3549,2,-1
06-07-2006,1,3561,10,-1
06-07-2006,1,4134,1,-1
06-07-2006,1,4766,4,-1
06-07-2006,1,4788,2,-1
06-07-2006,1,4837,3,-1
06-07-2006,1,5078,2,-1
06-07-2006,1,5400,1,-1
06-07-2006,1,5617,1,-1
06-07-2006,1,5663,1,-1
06-07-2006,1,6128,8,-1
06-07-2006,1,7132,2,-1
06-07-2006,1,8342,3,-1
06-07-2006,1,8376,3,-1
06-07-2006,1,8400,71,-1
06-07-2006,1,9318,1,-1
06-07-2006,1,9416,2,-1
06-07-2006,1,11062,1,-1
06-07-2006,1,11351,2,-1
06-07-2006,1,11486,3,-1
06-07-2006,1,12297,3,-1
06-07-2006,1,14777,10,-1
06-07-2006,1,14778,10,-1
06-07-2006,1,15169,6,-1
06-07-2006,1,15802,1,-1
06-07-2006,1,17465,4,-1
06-07-2006,1,17506,4,-1
06-07-2006,1,18182,1,-1
06-07-2006,1,18229,3,-1
06-07-2006,1,20773,8,-1
06-07-2006,1,22011,1,-1
06-07-2006,1,25956,2,-1
06-07-2006,1,34104,4,-1
06-07-2006,1,35315,6,-1
06-07-2006,1,36727,2,-1
06-07-2006,1,39386,1,-1
06-07-2006,2,209,26,1
06-07-2006,2,1312,83,1
06-07-2006,2,2552,1,-1
06-07-2006,2,3561,18,-1
06-07-2006,2,4323,4,-1
06-07-2006,2,4766,1,-1
06-07-2006,2,5617,11,-1
06-07-2006,2,6106,1,-1
06-07-2006,2,6342,36,-1
06-07-2006,2,6364,3,-1
06-07-2006,2,6478,12,-1
06-07-2006,2,7018,931,-1
06-07-2006,2,7065,1,-1
06-07-2006,2,7132,3,-1
06-07-2006,2,7377,77,-1
06-07-2006,2,9506,22,-1
06-07-2006,2,11414,17,-1
06-07-2006,2,18182,1,-1
06-07-2006,2,19918,351,-1
06-07-2006,2,25767,5,-1
06-07-2006,2,29863,2,-1
06-07-2006,3,4134,1,-1
06-07-2006,3,4766,1,-1
06-07-2006,3,5400,1,-1
06-07-2006,3,6342,2,-1
06-07-2006,3,11062,2,-1
06-07-2006,3,12297,1,-1
06-07-2006,3,17429,1,-1
06-07-2006,3,18229,1,-1
06-07-2006,3,20773,2,-1
06-07-2006,3,25956,5,-1
06-07-2006,3,34104,1,-1
06-07-2006,4,4766,1,-1
06-07-2006,4,7132,15,-1
06-07-2006,4,8400,70,-1
06-07-2006,4,11062,1,-1
06-07-2006,4,14778,2,-1
06-07-2006,4,18229,3,-1
06-07-2006,4,20773,3,-1
06-07-2006,4,22855,28,-1
06-07-2006,4,31976,84,-1
06-07-2006,4,33651,118,-1
06-07-2006,4,35315,2,-1
06-07-2006,5,2152,2,-1
06-07-2006,5,3561,2,-1
06-07-2006,5,4134,1,-1
06-07-2006,5,4766,1,-1
06-07-2006,5,8070,5,-1
06-07-2006,5,8075,5,-1
06-07-2006,5,11062,6,-1
06-07-2006,5,12297,2,-1
06-07-2006,5,13867,2,-1
06-07-2006,5,18229,2,-1
06-07-2006,5,20773,2,-1
06-07-2006,5,25956,2,-1
06-07-2006,5,34104,2,-1
06-07-2006,6,4134,1,-1
06-07-2006,6,4713,1,-1
06-07-2006,6,4766,1,-1
06-07-2006,6,4837,1,-1
06-07-2006,6,8400,1,-1
06-07-2006,6,11062,6,-1
06-07-2006,6,12297,2,-1
06-07-2006,6,18182,2,-1
06-07-2006,6,18229,2,-1
06-07-2006,6,20773,2,-1
06-07-2006,6,25956,2,-1
06-07-2006,6,34104,2,-1
06-07-2006,7,3,2,1
06-07-2006,7,209,3,1
06-07-2006,7,1239,14,1
06-07-2006,7,2152,29,-1
06-07-2006,7,2914,2,-1
06-07-2006,7,3561,13,-1
06-07-2006,7,3701,3,-1
06-07-2006,7,5067,10,-1
06-07-2006,7,6432,9,-1
06-07-2006,7,8070,6,-1
06-07-2006,7,8560,2,-1
06-07-2006,7,9156,11,-1
06-07-2006,7,10565,11,-1
06-07-2006,7,10910,9,-1
06-07-2006,7,11115,83,-1
06-07-2006,7,12182,2,-1
06-07-2006,7,12222,5,-1
06-07-2006,7,15169,78,-1
06-07-2006,7,17210,37,-1
06-07-2006,7,17225,5,-1
06-07-2006,7,17358,4,-1
06-07-2006,7,18924,48,-1
06-07-2006,7,19024,3,-1
06-07-2006,7,19306,10,-1
06-07-2006,7,19535,12,-1
06-07-2006,7,21844,20,-1
06-07-2006,7,22822,1,-1
06-07-2006,7,23504,2,-1
06-07-2006,7,25751,2,-1
06-07-2006,7,32313,5,-1
06-07-2006,7,33419,7,-1
06-07-2006,7,34104,2,-1
06-07-2006,7,36347,25,-1
06-07-2006,7,36561,14,-1
06-07-2006,8,209,3,1
06-07-2006,8,553,7,1
06-07-2006,8,559,3,1
06-07-2006,8,701,20,1
06-07-2006,8,1668,8,1
06-07-2006,8,3356,2,-1
06-07-2006,8,3561,6,-1
06-07-2006,8,3701,4,-1
06-07-2006,8,5617,1,-1
06-07-2006,8,5662,27,-1
06-07-2006,8,6453,4,-1
06-07-2006,8,8070,2,-1
06-07-2006,8,9457,1,-1
06-07-2006,8,10763,2,-1
06-07-2006,8,11486,30,-1
06-07-2006,8,12168,2,-1
06-07-2006,8,12222,15,-1
06-07-2006,8,15169,339,-1
06-07-2006,8,16509,13,-1
06-07-2006,8,24587,1,-1
06-07-2006,8,30060,2,-1
06-07-2006,8,30315,2,-1
06-07-2006,8,34104,1,-1
06-07-2006,9,18,4,1
06-07-2006,9,102,145,1
06-07-2006,9,209,14,1
06-07-2006,9,1213,4,1
06-07-2006,9,2152,130,-1
06-07-2006,9,2637,1,-1
06-07-2006,9,2701,2,-1
06-07-2006,9,3356,9,-1
06-07-2006,9,3561,10,-1
06-07-2006,9,5779,62,-1
06-07-2006,9,6130,2,-1
06-07-2006,9,6432,23,-1
06-07-2006,9,6939,1,-1
06-07-2006,9,7224,9,-1
06-07-2006,9,7324,1,-1
06-07-2006,9,7349,1,-1
06-07-2006,9,7859,4,-1
06-07-2006,9,8070,7,-1
06-07-2006,9,10565,1,-1
06-07-2006,9,10933,3,-1
06-07-2006,9,11266,96,-1
06-07-2006,9,12168,10,-1
06-07-2006,9,12222,7,-1
06-07-2006,9,13593,2,-1
06-07-2006,9,14780,143,-1
06-07-2006,9,15169,801,-1
06-07-2006,9,16509,3,-1
06-07-2006,9,16966,5,-1
06-07-2006,9,17052,1,-1
06-07-2006,9,17225,20,-1
06-07-2006,9,17232,13,-1
06-07-2006,9,23516,1,-1
06-07-2006,9,26062,8,-1
06-07-2006,9,26101,29,-1
06-07-2006,9,26201,8,-1
06-07-2006,9,26228,1,-1
06-07-2006,9,26978,4,-1
06-07-2006,9,29960,1,-1
06-07-2006,9,33419,3,-1
06-07-2006,9,33694,2,-1
06-07-2006,9,36088,89,-1
07-07-2006,0,205,1,1
07-07-2006,0,209,1,1
07-07-2006,0,1221,1,1
07-07-2006,0,2518,1,-1
07-07-2006,0,2914,1,-1
07-07-2006,0,3257,1,-1
07-07-2006,0,3269,1,-1
07-07-2006,0,3356,1,-1
07-07-2006,0,3549,1,-1
07-07-2006,0,3561,35,-1
07-07-2006,0,3671,75,-1
07-07-2006,0,4134,15,-1
07-07-2006,0,4323,1,-1
07-07-2006,0,4755,1,-1
07-07-2006,0,5617,2,-1
07-07-2006,0,6327,1,-1
07-07-2006,0,6432,1,-1
07-07-2006,0,6496,2,-1
07-07-2006,0,6740,1,-1
07-07-2006,0,6939,1,-1
07-07-2006,0,7132,1,-1
07-07-2006,0,7643,1,-1
07-07-2006,0,7738,1,-1
07-07-2006,0,8151,1,-1
07-07-2006,0,8732,1,-1
07-07-2006,0,9121,1,-1
07-07-2006,0,9304,1,-1
07-07-2006,0,9808,1,-1
07-07-2006,0,11426,1,-1
07-07-2006,0,11486,1,-1
07-07-2006,0,12262,1,-1
07-07-2006,0,13367,1,-1
07-07-2006,0,13462,20,-1
07-07-2006,0,14272,1,-1
07-07-2006,0,14390,1,-1
07-07-2006,0,14742,2,-1
07-07-2006,0,14779,1,-1
07-07-2006,0,17621,1,-1
07-07-2006,0,19262,2,-1
07-07-2006,0,19296,1,-1
07-07-2006,0,21844,1,-1
07-07-2006,0,25973,1,-1
07-07-2006,0,26085,1,-1
07-07-2006,0,26101,3,-1
07-07-2006,0,26831,1,-1
07-07-2006,0,27699,1,-1
07-07-2006,0,30890,1,-1
07-07-2006,0,31976,2,-1
07-07-2006,0,33651,1,-1
07-07-2006,1,158,1,1
07-07-2006,1,1257,4,1
07-07-2006,1,2852,2,-1
07-07-2006,1,3265,1402,-1
07-07-2006,1,3491,2,-1
07-07-2006,1,3561,19,-1
07-07-2006,1,4134,129,-1
07-07-2006,1,4323,1,-1
07-07-2006,1,4766,2,-1
07-07-2006,1,4812,2,-1
07-07-2006,1,4814,1,-1
07-07-2006,1,4837,3,-1
07-07-2006,1,6461,9,-1
07-07-2006,1,6478,2,-1
07-07-2006,1,7132,2,-1
07-07-2006,1,8376,2,-1
07-07-2006,1,9318,1,-1
07-07-2006,1,9416,1,-1
07-07-2006,1,11486,4,-1
07-07-2006,1,14777,9,-1
07-07-2006,1,14778,10,-1
07-07-2006,1,15169,6,-1
07-07-2006,1,17633,1,-1
07-07-2006,1,17672,1,-1
07-07-2006,1,17964,71,-1
07-07-2006,1,20773,12,-1
07-07-2006,1,25847,2,-1
07-07-2006,1,33287,1,-1
07-07-2006,2,47,1,1
07-07-2006,2,209,32,1
07-07-2006,2,1239,10,1
07-07-2006,2,1312,83,1
07-07-2006,2,2152,4,-1
07-07-2006,2,3561,5,-1
07-07-2006,2,4134,1,-1
07-07-2006,2,4181,1,-1
07-07-2006,2,4323,8,-1
07-07-2006,2,6432,4,-1
07-07-2006,2,6478,15,-1
07-07-2006,2,7018,924,-1
07-07-2006,2,7132,5,-1
07-07-2006,2,7377,79,-1
07-07-2006,2,8560,1,-1
07-07-2006,2,9506,58,-1
07-07-2006,2,11414,40,-1
07-07-2006,2,15169,15,-1
07-07-2006,2,16572,2,-1
07-07-2006,2,16912,35,-1
07-07-2006,2,17225,1,-1
07-07-2006,2,17233,8,-1
07-07-2006,2,19181,1,-1
07-07-2006,2,19918,700,-1
07-07-2006,2,29863,4,-1
07-07-2006,2,30099,4,-1
07-07-2006,2,33260,8,-1
07-07-2006,2,33651,28,-1
07-07-2006,3,1257,1,1
07-07-2006,3,3301,1,-1
07-07-2006,3,4134,44,-1
07-07-2006,3,6478,1,-1
07-07-2006,3,7132,1,-1
07-07-2006,3,9318,3,-1
07-07-2006,4,4134,2,-1
07-07-2006,4,4323,1,-1
07-07-2006,4,7132,173,-1
07-07-2006,4,22855,28,-1
07-07-2006,4,31976,83,-1
07-07-2006,4,33651,28,-1
07-07-2006,5,205,1,1
07-07-2006,5,1257,1,1
07-07-2006,5,2152,2,-1
07-07-2006,5,3561,3,-1
07-07-2006,5,4134,29,-1
07-07-2006,5,6478,4,-1
07-07-2006,5,7132,1,-1
07-07-2006,5,8070,6,-1
07-07-2006,5,8075,5,-1
07-07-2006,5,9318,3,-1
07-07-2006,5,13867,2,-1
07-07-2006,6,1257,2,1
07-07-2006,6,4134,13,-1
07-07-2006,6,4812,4,-1
07-07-2006,6,4837,2,-1
07-07-2006,6,6478,6,-1
07-07-2006,6,7132,2,-1
07-07-2006,6,8342,1,-1
07-07-2006,6,9318,6,-1
07-07-2006,6,17672,1,-1
07-07-2006,7,3,1,1
07-07-2006,7,209,2,1
07-07-2006,7,1239,7,1
07-07-2006,7,1257,1,1
07-07-2006,7,2152,28,-1
07-07-2006,7,3561,4,-1
07-07-2006,7,3701,3,-1
07-07-2006,7,6395,2,-1
07-07-2006,7,6478,4,-1
07-07-2006,7,8070,6,-1
07-07-2006,7,8075,3,-1
07-07-2006,7,8560,1,-1
07-07-2006,7,9156,10,-1
07-07-2006,7,10565,8,-1
07-07-2006,7,10933,2,-1
07-07-2006,7,12182,1,-1
07-07-2006,7,12222,1,-1
07-07-2006,7,13733,4,-1
07-07-2006,7,13911,1,-1
07-07-2006,7,15169,72,-1
07-07-2006,7,17210,4,-1
07-07-2006,7,17225,1,-1
07-07-2006,7,18924,48,-1
07-07-2006,7,19535,2,-1
07-07-2006,7,21844,33,-1
07-07-2006,7,22152,2,-1
07-07-2006,7,23504,1,-1
07-07-2006,7,30222,3,-1
07-07-2006,8,786,3,1
07-07-2006,8,1257,1,1
07-07-2006,8,2900,849,-1
07-07-2006,8,2914,6,-1
07-07-2006,8,3561,1,-1
07-07-2006,8,3701,4,-1
07-07-2006,8,4323,18,-1
07-07-2006,8,6478,1,-1
07-07-2006,8,8070,2,-1
07-07-2006,8,10437,3,-1
07-07-2006,8,15169,254,-1
07-07-2006,8,22152,1,-1
07-07-2006,8,23719,1,-1
07-07-2006,9,102,248,1
07-07-2006,9,209,22,1
07-07-2006,9,1668,25,1
07-07-2006,9,2152,501,-1
07-07-2006,9,2914,4,-1
07-07-2006,9,3561,6,-1
07-07-2006,9,4182,23,-1
07-07-2006,9,5779,243,-1
07-07-2006,9,6318,7,-1
07-07-2006,9,6334,3,-1
07-07-2006,9,6432,11,-1
07-07-2006,9,7018,28,-1
07-07-2006,9,8070,3,-1
07-07-2006,9,8075,2,-1
07-07-2006,9,10565,1,-1
07-07-2006,9,10763,7,-1
07-07-2006,9,10794,21,-1
07-07-2006,9,11944,41,-1
07-07-2006,9,12179,2,-1
07-07-2006,9,12222,1,-1
07-07-2006,9,14780,909,-1
07-07-2006,9,15169,270,-1
07-07-2006,9,19296,2,-1
07-07-2006,9,20461,7,-1
07-07-2006,9,21945,19,-1
07-07-2006,9,25751,1,-1
07-07-2006,9,26101,312,-1
07-07-2006,9,29748,2,-1
07-07-2006,9,36088,415,-1
08-07-2006,0,209,1,1
08-07-2006,0,701,1,1
08-07-2006,0,2379,1,-1
08-07-2006,0,2711,1,-1
08-07-2006,0,3352,1,-1
08-07-2006,0,3495,1,-1
08-07-2006,0,3561,5,-1
08-07-2006,0,3671,15,-1
08-07-2006,0,4609,1,-1
08-07-2006,0,4766,2,-1
08-07-2006,0,4837,6,-1
08-07-2006,0,5617,130,-1
08-07-2006,0,6327,1,-1
08-07-2006,0,7132,3,-1
08-07-2006,0,7602,1,-1
08-07-2006,0,8708,1,-1
08-07-2006,0,9318,3,-1
08-07-2006,0,10091,1,-1
08-07-2006,0,10738,1,-1
08-07-2006,0,11426,2,-1
08-07-2006,0,11427,1,-1
08-07-2006,0,11955,1,-1
08-07-2006,0,13462,13,-1
08-07-2006,0,13867,1,-1
08-07-2006,0,14383,2,-1
08-07-2006,0,17964,98,-1
08-07-2006,0,19262,2,-1
08-07-2006,0,19548,2,-1
08-07-2006,0,20258,1,-1
08-07-2006,0,22927,1,-1
08-07-2006,0,25074,2,-1
08-07-2006,0,25310,1,-1
08-07-2006,0,27357,1,-1
08-07-2006,0,27696,55,-1
08-07-2006,0,28573,1,-1
